bpin;nombreproyecto;objetivogeneral;estadoproyecto;horizonte;sector;entidadresponsable;programapresupuestal;tipoproyecto;valortotalproyecto;valorvigenteproyecto;valorobligacionproyecto;valorpagoproyecto;subestadoproyecto;codigoentidadresponsable;totalbeneficiario;plandesarrollonacional;municipio;departamento;Longitud
2,01701E+12;Apoyo A La Legalización Y Formalizacion De Predios En El Departamento Del  Meta;Garantizar el acceso y regularizacin de la propiedad en el marco del regimen general previstoen la ley;En Ejecución;2018-2018;Agricultura Y Desarrollo Rural;Meta;1704 ORDENAMIENTO SOCIAL Y USO PRODUCTIVO DEL TERRITORIO RURAL;T;375.000.000.000.000.000;375.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);50;1000;Todos por un nuevo país (2014-2018);;;
2,01701E+12;Apoyo A Los Proyectos Productivos Dirigidos A Población Mujer Rural En El Departamento Del  Meta;APOYAR LOS PROYECTOS PRODUCTIVOS DE LAS MUJERES RURALES QUE CONTRIBUYAN A LA GENERACIN DE INGRESOS;En Ejecución;2018-2018;Agricultura Y Desarrollo Rural;Meta;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;70.000.000.000.000.000;70.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);50;1280;Todos por un nuevo país (2014-2018);;;
2,01701E+12;Apoyo Al Establecimiento De Cultivos Promisorios En El Departamento De Arauca.  Arauca;Apoyar al fomento de Produccin tecnificado de lineas productivas fruticolas en el Departamento de Arauca;En Ejecución;2016-2017;Agricultura Y Desarrollo Rural;Arauca;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;54.007.000.000.000.000;54.007.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);81;150;Todos por un nuevo país (2014-2018);;;
2,01701E+12;Apoyo A Proyectos Productivos Para Mujeres Victimas De La Zona Rural Del Departamento De   Arauca;Apoyo a proyectos productivos para mujeres victimas de la zona rural del Departamento de Arauca;En Ejecución;2017-2018;Agricultura Y Desarrollo Rural;Arauca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;23.956.368.250.000.000;23.956.368.250.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);81;200;Todos por un nuevo país (2014-2018);;;
2,012E+12;Estudios Y Disenos Para El Montaje De Un Centro De Acopio Lechero En El Municipio De Roncesvalles Roncesvalles Tolima;REALIZAR LOS ESTUDIOS DE FACTIBILIDAD TCNICA COMERCIAL ORGANIZACIONAL Y FINANCIERA PARA EL MONTAJE Y OPERACIoN DE UN CENTRO LECHERO EN EL MUNICIPIO DE RONCESVALLE TOLIMA.;Terminado;2012-2013;Agricultura Y Desarrollo Rural;Tolima;0410 INVESTIGACION BASICA, APLICADA Y ESTUDIOS;Sgr;4.751.940.000.000.000;4.830.000.000.000.000;0.00000000;4.751.940.000.000.000;Cerrado  (SGR);73;450;Todos por un nuevo país (2014-2018);;;
2,01201E+12;Construcción 280 Soluciones De Vivienda De Interes Prioritario De Estrato 1 Y 2 En Multifamiliares Maria Del Carmen Y San Antonio Restrepo Meta Orinoquia;DISMINUIR EL DFICIT DE VIVIENDA EN EL MUNICIPIO DE RESTREPO META.;Terminado;2012-2019;Agricultura Y Desarrollo Rural;Meta;0111 CONSTRUCCION DE INFRAESTRUCTURA PROPIA DEL SECTOR;Sgr;985.490.888.639.000.000;926.383.241.825.000.000;0.00000000;985.490.888.639.000.000;Cerrado  (SGR);50;800;Todos por un nuevo país (2014-2018);;;
2,01201E+12;Estudios Y Planificación Del Uso Del Suelo Rural Con Criterios Sociales Económicos Y Ambientales A Nivel Nacional;PLANIFICACIÓN DEL USO DEL SUELO RURAL CON CRITERIOS TÉCNICOS SOCIALES ECONÓMICOS Y AMBIENTALES PREVIENDO EL PANORAMA DE RIESGOS;En Ejecución;2012-2013;Agricultura Y Desarrollo Rural;Unidad de Planificación de Tierras Rurales Adecuación de Tierras y Usos Agropecuarios - UPRA - Agricultura y Desarrollo Rural;0450 LEVANTAMIENTO Y ACTUALIZACIÓN DE INFORMACIÓN PARA  PROCESAMIENTO;Pgn;435.500.000.000.000.000;435.500.000.000.000.000;343.390.074.100.000.000;265.119.343.600.000.000;Inactivo  (PGN, Territorio);170106;47121089;Todos por un nuevo país (2014-2018);;;
2,0175E+12;Implementación Delas Buenas Practicas Agropecuarias En Las Ocho(8)Cadenas Productivas Priorizadas Con Enfoque De Genero En El Municipio  Villavicencio;Implementar las Buenas Practicas Agropecuarias en los predios rurales objeto del proyecto enfocadas en las ocho (8) cadenas productivas priorizadas en el Plan de Desarrollo municipal: Bovina Avcola Porcicola Piscicola Fruticola Horticola Cafe;En Ejecución;2017-2020;Agricultura Y Desarrollo Rural;VillavicencioMeta;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;655.602.861.184.000.000;655.602.861.184.000.000;8.884.452.800.000.000;8.884.452.800.000.000;Inactivo  (PGN, Territorio);50001;8000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01401E+12;Implementación Agricultura Familiar: Apoyo A La Productividad Competitividad Y Valor Agregado A Nivel Nacional;MEJORAR LA CAPACIDAD Y EFICIENCIA PRODUCTIVA Y DE TRANSFORMACIÓN  EN EL SECTOR AGROPECUARIO Y EN LA PRODUCCIÓN DE AGRICULTURA FAMILIAR DE TRANSICIÓN Y CONSOLIDADA.;En Ejecución;2014-2023;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;Pgn;6.185.000.000.000.000.000;6.185.000.000.000.000.000;5.800.231.223.300.000.000;2.002.366.880.000.000.000;Inactivo  (PGN, Territorio);170101;10000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01706E+12;Implementación Y Fortalecimiento De La Agricultura Familiar Campesina Con Especies No Tradicionales  Yolombo;Incentivar a la poblacin rural a la inclusion de cultivos no tradicionales y que son productivos y rentables en el municipio;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;YolombóAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;600.000.000.000.000;600.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5890;16484;Todos por un nuevo país (2014-2018);;;
2,01715E+12;Mejoramiento De La Productividad De Los Procesos De Produccion Y Comercializacion Del Sector Agricola Del Municipio De  Tunja;Aumentar el nivel de productividad y competitividad en el sector agricola del municipio de Tunja;En Ejecución;2017-2022;Agricultura Y Desarrollo Rural;TunjaBoyacá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;188.445.712.100.000.000;188.445.712.100.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15001;3450;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01701E+12;Aportes A La Seguridad Alimentaria  Mediante El Fortalecimiento De Los Sistemas Productivos De Las Etnias Nukak Guanapalo Y Ji   San Jose Del Guaviare;Mejorar las condiciones alimentarias y nutricionales de 16  familias Nkak y 63  familias Ji mediante el fortalecimiento de sus sistemas productivos de manera permanente oportuna en suficiente cantidad  y variedad en el Departamento de Guaviare;En Ejecución;2016-2017;Agricultura Y Desarrollo Rural;Guaviare;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;6.500.000.000.000.000;6.500.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);95;395;Todos por un nuevo país (2014-2018);;;
2,01701E+12;Apoyo A La Implementación De Sistemas Rurales De Almacenamiento De Agua Para El Desarrollo De La Produccion Agropecuaria  Calamar El Retorno San Jose Del Guaviare;Disminucin de la Morbilidad y mortalidad de bovinos por deficit de agua en epocas criticas;En Ejecución;2016-2020;Agricultura Y Desarrollo Rural;Guaviare;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;84.986.000.000.000.000;84.986.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);95;400;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01701E+12;Apoyo Fortalecimiento De Los Procesos De Comercialización Y La Participacion En La Promocion De Los Productos Agropecuarios  San Jose Del Guaviare Calamar El Retorno Miraflores;Fortalecer  procesos de promocin y mercadeo para la comercializacion de   productos agropecuarios en el departamento del Guaviare.;En Ejecución;2017-2019;Agricultura Y Desarrollo Rural;Guaviare;1706 APROVECHAMIENTO DE MERCADOS EXTERNOS;T;25.820.000.000.000.000;25.820.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);95;1000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01701E+12;Fortalecimiento De La Granja Departamental Mediante El Establecimiento De Una Hectrea De Cultivo Agricola.  Vaupes;Aumentar la implementacin agricola  en la granja departamental;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;Vaupés;1708 CIENCIA, TECNOLOGÍA E INNOVACIÓN AGROPECUARIA;T;1.000.000.000.000.000;1.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);97;150;Todos por un nuevo país (2014-2018);;;
2,01701E+12;Apoyo A La Vivienda Rural De  La Poblacion En Condicion De Victima Del Conflicto Armado Familias Y Mujeres Cabeza De Hogar En Condicioes De Pobreza Extrema En Todo El Departamento De   Vaupes;Mejorar las condiciones de habitabilidad de las viviendas de la poblacin indigena en condicion de victima del conflicto armado pobrezaextrema y poblacion en condicion de vulnerabilidad ubicada en zona rural del Departamento.;En Ejecución;2017-2018;Agricultura Y Desarrollo Rural;Vaupés;1701 MEJORAMIENTO DE LA HABITABILIDAD RURAL;T;29.965.925.000.000.000;29.965.925.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);97;300;Todos por un nuevo país (2014-2018);;;
2,0175E+12;Alfabetización Implementacion Y Capacitacion En Tics Con Enfoque De Genero A La Poblacion Rural  Villavicencio;Promover la utilizacin de medios de comunicacion tecnologicos y digitales en la poblacion rural del Municipio de Villavicencio como herramienta de inclusion social facilitadora de actividades productivas sociales y culturales.;En Ejecución;2017-2020;Agricultura Y Desarrollo Rural;VillavicencioMeta;1708 CIENCIA, TECNOLOGÍA E INNOVACIÓN AGROPECUARIA;T;368.203.798.800.000.000;368.203.798.800.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);50001;23771;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01717E+12;Apoyo Para El Mantenimiento Y Adecuación Del Coso Del Municipio De   Aguadas;Mejorar las actividades para el mantenimiento y adecuacin del coso del municipio;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;AguadasCaldas;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;3.400.000.000.000.000;3.400.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);17013;20545;Todos por un nuevo país (2014-2018);;;
2,01701E+12;Mejoramiento De La Productividad Ganadera En Hatos Del Departamento De  Caquet;Aumento de la productividad de leche y carne en los hatos ganaderos del Cartagena del Chaira.;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;Caquetá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;8.698.300.000.000.000;8.698.300.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);18;75;Todos por un nuevo país (2014-2018);;;
2,01705E+12;Suministro De Insumos Y Herramientas Para Pequeños Y Medianos Productores Del Sector Agropecuario Del Municipio De  Arboletes;Mejorar la asistencia tcnica agropecuaria a los productores del municipio de Arboletes Antioquia.;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;ArboletesAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.000.000.000.000.000;2.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5051;100;Todos por un nuevo país (2014-2018);;;
2,01705E+12;Mejoramiento De Las Condiciones De Habitabilidad En La Zona Sub-Urbana A Traves De Construcción De Unidades Sanitarias Familiares En El Municipio De  Arboletes;Disminuir los niveles de disposicin de aguas residuales sin tratar en la zona rural dispersa del municipio de Arboletes.;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;ArboletesAntioquia;1701 MEJORAMIENTO DE LA HABITABILIDAD RURAL;T;22.400.000.000.000.000;22.400.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5051;840;Todos por un nuevo país (2014-2018);;;
2,01773E+12;Erradicación De La Pobreza Extrema Rural A Traves De Actividades Pecuarias Con Especies Menores En El Municipio De  Lerida;Reducir la pobreza extrema rural a travs de actividades pecuarias con especies menores;En Ejecución;2017-2018;Agricultura Y Desarrollo Rural;LéridaTolima;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;3.000.000.000.000.000;3.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);73408;56;Todos por un nuevo país (2014-2018);;;
2,01774E+12;Apoyo Para El Fortalecimiento De La Asistencia Tecnica Al Sector Agropecuario En El Municipio De  Suarez;Aumentar los niveles de productividad del sector agropecuario del municipio de Suarez Tolima;En Ejecución;2017-2019;Agricultura Y Desarrollo Rural;SuárezTolima;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;9.200.000.000.000.000;9.200.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);73770;400;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01776E+12;Fortalecimiento Del Espritu Empresarial Y De Emprendimiento A Jovenes Rurales A Las Mujeres Victimas De Violencia Social Y Violenciabasada En Genero Del Distrito De  Buenaventura;Fortalecer jvenes y mujeres en productividad y competitividad pecuaria;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;BuenaventuraValle del Cauca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;10.000.000.000.000.000;10.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);76109;100;Todos por un nuevo país (2014-2018);;;
2,01776E+12;Subsidio Para Mejoramiento De Vivienda De Interes Social Retorno Comunidad Cabecera Rio San Juan Zona Rural De  Buenaventura;Disminuir el nmero de hogares con necesidades basicas insatisfechas de vivienda en la zona rural;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;BuenaventuraValle del Cauca;1701 MEJORAMIENTO DE LA HABITABILIDAD RURAL;T;4.700.000.000.000.000;4.700.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);76109;36;Todos por un nuevo país (2014-2018);;;
2,01705E+12;Fortalecimiento Al Desarrollo Econmico Del Sector Agropecuario En El Municipio De   Abejorral;Desarrollar el potencial productivo agropecuario de Abejorral con sostenibilidad ambiental y aumento en la rentabilidad en los productos;En Ejecución;2016-2019;Agricultura Y Desarrollo Rural;AbejorralAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;95.793.720.000.000.000;95.793.720.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5002;8000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01706E+12;Instalación De Pozos Septicos Para Contribuir Al Saneamiento Basico Rural Del Municipio De  Santa Rosa De Osos;Disminuir la afectacin de los suelos y fuentes hidricas causadas por el vertimiento de aguas residuales domesticas generadas por las viviendas de la zona rural del municipio de Santa Rosa de Osos.;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;Santa Rosa de OsosAntioquia;1701 MEJORAMIENTO DE LA HABITABILIDAD RURAL;T;35.937.480.557.000.000;35.937.480.557.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5686;204;Todos por un nuevo país (2014-2018);;;
2,01706E+12;Implementación Fomento Y Fortalecimiento De La Acuicultura En El Municipio De Yolombo  Yolombo;Mejorar los rendimiento de las producciones pisccolas del municipio controlando las contaminaciones de agua y contribuyendo con la conservacion de fuentes hidricas.;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;YolombóAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;500.000.000.000.000;500.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5890;215;Todos por un nuevo país (2014-2018);;;
2,01706E+12;Fortalecimiento De La Secretaria De Agricultura Y Desarrollo Social Del Municipio De  San Vicente Ferrer;Fortalecer la institucionalidad de la secretaria de agricultura técnica operativa y financieramente como instrumento de gestión integral para el desarrollo rural.;En Ejecución;2017-2019;Agricultura Y Desarrollo Rural;San Vicente FerrerAntioquia;1708 CIENCIA, TECNOLOGÍA E INNOVACIÓN AGROPECUARIA;T;28.707.175.000.000.000;28.707.175.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5674;13311;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01716E+12;Fortalecimiento De Las Capacidades Productivas De Encadenamientos Agropecuarios Priorizados En El Departamento De Boyac  Tibasosa;Fortalecer las capacidades productivas de encadenamientos agropecuarios priorizados en el departamento de Boyac;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;TibasosaBoyacá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;3.149.218.400.000.000;3.149.218.400.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15806;100;Todos por un nuevo país (2014-2018);;;
2,01717E+12;Fortalecimiento De La Asistencia Tcnica Agropecuaria A Los Productores Del Municipio De  Aguadas;Aumento en las actividades complementarias para el desarrollo del sector agropecuario en el municipio;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;AguadasCaldas;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;9.204.000.000.000.000;9.204.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);17013;2550;Todos por un nuevo país (2014-2018);;;
2,01501E+12;Apoyo Para La Implementacion De Sistemas Alternativos De Adecuacion De Tierras   Nacional;DOTAR DE INFRAESTRUCTURA ALTERNATIVA DE RIEGO Y DRENAJE  PARA LA EXPLOTACIÓN TÉCNICA DE LAS TIERRAS.;En Ejecución;2016-2018;Agricultura Y Desarrollo Rural;Agencia de Desarrollo Rural - ADR - Agricultura y Desarrollo Rural;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;Pgn;3.600.000.000.000.000.000;3.600.000.000.000.000.000;3.399.850.000.000.000.000;11.850.000.000.000.000;Inactivo  (PGN, Territorio);171800;96350;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01541E+12;Mejoramiento De Vivienda Para 100 Familias En La Zona Rural En Los Corregimientos Del Occidente Del Municipio De Neiva Del Departamento Del Huila;MEJORAR LAS CONDICIONES HABITACIONALES Y CALIDAD DE VIDA DE LAS FAMILIAS CON PROBLEMAS DE DETERIORO DE SU VIVIENDA EN EL SECTOR RURAL DEL MUNICIPIO DE NEIVA HUILA.;Terminado;2015-2020;Agricultura Y Desarrollo Rural;NeivaHuila;0111 CONSTRUCCION DE INFRAESTRUCTURA PROPIA DEL SECTOR;Sgr;49.010.242.785.000.000;50.000.000.001.000.000;0.00000000;49.010.242.785.000.000;Cerrado  (SGR);41001;1284;Todos por un nuevo país (2014-2018);;;
2,01718E+12;Servicio Para Los Sistemas De Producción Mas Eficientes Y Competitivos  Villamaria;Realizar asistencia tcnica agropecuaria con profesionales idoneos para este servicio dirigido para los pequeños y medianos productores de la zona rural de Villamaria.;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;VillamaríaCaldas;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;8.346.800.000.000.000;8.346.800.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);17873;150;Todos por un nuevo país (2014-2018);;;
2,01718E+12;Construcción De 10 Reservorios Y Jagueyes Para Mitigar Los Impactos Ambientales Del Cambio Climatico  La Montañita;Fortalecer los sistemas de almacenamiento de agua para el campo y as fomentar el desarrollo de cadenas productivas y estrategias de produccion sostenible;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;La MontañitaCaquetá;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;1.000.000.000.000.000;1.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);18410;4910;Todos por un nuevo país (2014-2018);;;
